Call ID,Timestamp,Call Type,Call Duration (min),Call Reason,Resolution Status,CSAT Score,First Call Resolution,Agent ID,Agent Name,Agent Tenure (months),Skill Level,Languages,Team,Customer ID,Customer Location,Customer Type,Account Age (days),Contact Channel,Day of Week,Hour of Day,Queue Wait Time (min),Call Transfer Count,Sentiment Score,Escalation Level,Callback Requested,Dropped Call,Hold Time (min)
c293332a-3733-49a2-a898-3c9ebc506574,11/27/2024 9:00:00 AM,Inbound,5,General Inquiry,Resolved,9,True,9112b173-cd28-4d3a-acdc-b1b46a609adc,Alex Bailey,42,Tier 3,"English, Mandarin",General Support,a220292e-bd3f-4363-9c9d-93871042bf29,Warnerfort,VIP,662,App,Wednesday,9,14,0,0.52,Tier 1,False,False,3
740f3fb0-59fe-40f2-a5b8-ae58abb0d28c,6/7/2024 2:00:00 PM,Outbound,2,Overcharge,Resolved,5,True,cf49cb02-8eef-4a6a-bbe0-9827a88b54c0,Gerald Greene,38,Tier 2,Spanish,Billing Support,d9b8ece3-e974-4521-8fda-4aeede8f8239,South Pamelaport,New,491,Web,Friday,14,0,0,1,Tier 1,True,False,7
9b18aacd-c6b3-4d94-8882-eb280f35909e,9/24/2024 5:00:00 PM,Inbound,1,Refund,Resolved,4,False,d91b99e5-32ef-4713-9f77-b3cc2c5dd8d0,Faith Garner,8,Tier 3,"Mandarin, English",Billing Support,ac54cd3a-be4c-4559-893f-ccfc82287c13,Bushborough,Returning,135,App,Tuesday,17,11,0,0.32,Tier 1,False,False,14
b0c3354b-5e61-4b88-a53b-fd0937ba836e,5/31/2024 8:00:00 PM,Outbound,4,Info Request,Resolved,10,True,ddb03345-d3c2-488d-a3db-d9413bd634ff,Ricardo Gaines,6,Tier 2,"English, Mandarin",General Support,9d046c24-2707-44ad-b463-562b21e1e273,Larryburgh,VIP,969,Phone,Friday,20,0,0,0.38,Tier 1,False,False,3
bfa87188-dce5-4526-9d40-176b83205d48,8/27/2024 8:00:00 AM,Outbound,11,Contract Termination,Resolved,2,False,6f07e157-1caa-4b22-bd6e-faccc83c7da3,David West,24,Tier 2,"French, English",Retention,e2da1658-c786-43b5-a488-c65c594cb3b3,South Grantchester,VIP,482,App,Tuesday,8,0,0,-0.61,Tier 1,False,False,5
cd318cb5-7723-46b8-b059-6da0a4682e7a,3/7/2024 5:00:00 AM,Outbound,13,Product Inquiry,Resolved,7,False,04ca95a0-a1f7-4de2-8e58-53ea95281f0b,Laura Webb,1,Tier 1,"French, English",Sales,a01b6dbc-f017-48c9-a0b1-124465183a74,Michaelhaven,Returning,894,Web,Thursday,5,0,0,0.71,Tier 1,False,False,6
ba3766dd-786c-4e42-bbca-e8966ee10634,7/7/2024 2:00:00 PM,Outbound,14,Info Request,Resolved,8,True,a4c54053-d1ad-4cbb-a969-c769255f1461,Adrienne Kim,11,Tier 1,"French, Spanish",General Support,3e72c53a-1bfc-4355-bd52-8bd4da75d080,New Samuelport,VIP,997,Phone,Sunday,14,0,0,-0.38,Tier 1,False,False,6
d8844b71-fc6d-450c-bb4f-25a2fcfe893e,2/23/2024 2:00:00 PM,Outbound,3,Contract Termination,Resolved,7,True,41bc6d6e-5955-4a9d-b957-165c3c5bdaff,Marie Davis,40,Tier 2,French,Retention,71afc2da-4c82-4d88-9e51-0326021bf3ae,West Angela,Returning,52,Web,Friday,14,0,0,-0.05,Tier 1,False,False,9
f36de853-7bb6-4c61-9d22-a08d6ce2fdfb,11/26/2024 10:00:00 PM,Outbound,6,Refund,Resolved,4,True,b1fc0861-4d48-40a3-9702-3e3c9808deaa,Brenda Smith,33,Tier 1,"English, French",Billing Support,871d6ecc-17fd-4706-b10f-4ab1dc2b1754,East Sarah,New,368,Phone,Tuesday,22,0,0,-0.07,Tier 1,True,False,13
7952f6f4-a2b6-417b-8be6-b0cf5bdf93ec,1/7/2024 9:00:00 AM,Outbound,12,Service Down,Resolved,10,True,13b4800f-0844-4487-ab54-31fab737c014,Terri Mann,49,Tier 2,Spanish,Technical Support,db0c7fc5-be82-4be6-b279-0fa44d0d55de,West Ianborough,New,655,App,Sunday,9,0,0,0.06,Tier 1,False,False,0
b51bd8b1-d5d4-494a-a959-97c0da75f6c0,11/11/2024 2:00:00 AM,Outbound,4,New Order,Resolved,10,True,51e7c8a7-e9bf-4c40-b043-ef4cc35be3ad,Gregory Robinson,39,Tier 3,Spanish,Sales,3ce576d7-12aa-456d-bcc2-f802a67b705e,Lake Richardville,VIP,901,App,Monday,2,0,0,1,Tier 1,False,False,6
6319d0e5-1b4b-4ec9-82db-14e1b1e37f44,8/2/2024 5:00:00 PM,Outbound,7,App Issue,Resolved,5,True,d54ec1b8-f4ed-4109-8a83-180d93f56c9a,Jack Turner,20,Tier 3,"Spanish, Mandarin",Technical Support,c6eac5c7-ee9f-4320-8b38-ef30ac76f5b7,South Melissa,New,676,Web,Friday,17,0,0,0.3,Tier 1,False,False,9
57f85f60-0f5b-4bf5-8d8d-73e71b419d28,2/16/2024 9:00:00 PM,Inbound,39,Refund,Resolved,4,False,10682be0-48fe-482d-bdc5-ed6f75826414,Stephen Evans,26,Tier 3,"French, English",Billing Support,43200c6d-089b-47fa-9751-36ad550ce9d1,Port Justinburgh,New,670,WhatsApp,Friday,21,8,0,-0.86,Tier 1,False,False,4
75095284-39cb-4a38-a4bc-4baa963ff362,10/21/2024 4:00:00 AM,Outbound,3,General Inquiry,Resolved,8,True,dcd7dbbc-c3ab-46cf-8473-d6a69c49f84e,Mary Knight,55,Tier 2,French,General Support,c77aa211-23ec-49c7-b113-df07b57525a0,Coxton,VIP,505,Phone,Monday,4,0,0,0.16,Tier 1,False,False,7
5003622f-902f-45c9-a3a6-3501ce72b821,2/24/2024 11:00:00 PM,Outbound,2,Contract Termination,Resolved,9,True,c628c24d-d094-4874-a32d-63226423e850,Justin Gross,15,Tier 1,"Mandarin, English",Retention,a35f0494-bd26-41ea-a5af-f078994daadd,North Melissa,Returning,76,Web,Saturday,23,0,0,0.52,Tier 1,True,False,5
5aca5498-9cae-4345-8a9e-29c0f614454e,2/10/2024 2:00:00 PM,Inbound,3,Refund,Resolved,2,True,06218161-76c6-422d-b04f-777b8f0d8ebe,Kathleen Hurst,31,Tier 3,Mandarin,Billing Support,d54ff9e3-8b1f-4057-9b09-1a13fc5d9888,Port Alexanderside,Returning,775,WhatsApp,Saturday,14,5,0,0,Tier 1,False,False,9
5ad47b33-b9bc-4135-ac16-fc8407e3a748,7/17/2024 2:00:00 AM,Inbound,5,Product Inquiry,Resolved,8,True,f4fb7e97-0dac-4710-bafe-e2f8a3586211,Jeffrey Graham,35,Tier 2,"English, Mandarin",Sales,11487679-496f-41e2-9f0d-308463fd39af,Victorburgh,VIP,296,Phone,Wednesday,2,10,0,0.56,Tier 1,False,False,3
bc17acf8-9596-48db-84be-747ba6bb6514,6/23/2024 7:00:00 AM,Outbound,2,General Inquiry,Resolved,10,True,b577f226-6257-4716-b745-9e2bb1a24fb1,Joshua Simpson,15,Tier 3,French,General Support,1feeefb3-2639-4b95-a78e-9ae387176e08,New Gregorystad,VIP,832,Web,Sunday,7,0,0,0.72,Tier 1,False,False,9
953efed4-140b-4735-8a63-5276515c6465,12/20/2024 3:00:00 AM,Outbound,2,Product Inquiry,Resolved,7,False,e45913fb-2406-4731-8642-0645696663a2,Travis Anthony,19,Tier 2,Mandarin,Sales,9075ef93-e821-43ea-a4a8-f0f5e7751275,South Williammouth,New,769,Phone,Friday,3,0,0,0.24,Tier 1,True,False,1
af28ba44-52d6-4a33-9ee6-e80c41ec634b,3/4/2024 4:00:00 PM,Outbound,8,Upgrade,Resolved,8,True,41120487-ac29-4f83-a6cc-ec2b7ffed86c,Jeffrey Patel,9,Tier 3,"Spanish, English",Sales,bb79b10c-8f3e-44e8-9f2a-4b527c9b5d8e,West Adamville,VIP,674,App,Monday,16,0,0,-0.79,Tier 1,False,False,6
ed956c9f-cd36-4ce8-b0fd-dd52e99ce269,6/29/2024 6:00:00 PM,Outbound,4,Cancellation,Resolved,7,True,29fcaaf0-22e7-4f61-a49c-e1dceeb3976e,Michael Banks,41,Tier 2,"Mandarin, Spanish",Retention,98dbe245-f4d8-4244-bd2e-9b043f174ada,Port Jennifer,Returning,296,Web,Saturday,18,0,0,-0.27,Tier 1,True,False,4
689f5a1e-8a6a-425c-b18a-4e60d8395095,10/10/2024 4:00:00 AM,Inbound,9,Product Inquiry,Resolved,10,True,d43ae166-bd84-4a8d-befe-e7821b5d2593,Amanda Melendez,22,Tier 1,Mandarin,Sales,b38b55ab-3f87-475c-a373-6cd6ce1946a5,Bethville,VIP,563,App,Thursday,4,9,0,0.91,Tier 1,False,False,8
e408596f-2d76-4e7b-b2db-148a8a476969,9/2/2024 2:00:00 PM,Outbound,3,Setup Help,Resolved,7,True,49c64a18-21db-4ecf-b3d9-a09440c4d3ba,Amanda Graves,35,Tier 3,"Mandarin, English",Technical Support,23f25493-b050-43b0-8e28-b4c13ea0db6c,Port Laurachester,VIP,671,WhatsApp,Monday,14,0,0,-0.25,Tier 1,True,False,2
c602534e-72c1-4273-a006-ffc20b218bf2,3/13/2024 2:00:00 PM,Inbound,4,New Order,Resolved,8,True,2a2eaa8e-cd3c-481f-b0e5-415fc46981ca,Joshua Neal,42,Tier 3,"French, English",Sales,1d41ba0f-7b32-4029-a98c-10c2d2db10e1,Kathrynland,VIP,478,Web,Wednesday,14,8,0,0.47,Tier 1,False,False,8
e1ebf0f5-1286-417d-ae59-f62391f65c32,5/15/2024 7:00:00 PM,Outbound,14,General Inquiry,Resolved,4,True,5ea05123-27e4-48e6-ac58-40e58777ef70,Kelsey Matthews,41,Tier 2,Spanish,General Support,c394b73b-c400-4fc7-9ad4-56628a0a6be4,Port Davidshire,Returning,174,Web,Wednesday,19,0,0,0.61,Tier 1,False,False,3
dfb6dd56-d893-4366-9bb9-9b45333f0ad0,3/26/2024 8:00:00 PM,Inbound,14,Billing Issue,Resolved,8,True,b72f94fe-280b-4cb9-b797-b806ba92f040,Katie Lopez,53,Tier 1,"English, Mandarin",Billing Support,47d60fe6-c44c-48a3-90d4-cf81c16acd7c,Lopezmouth,Returning,220,WhatsApp,Tuesday,20,10,0,-0.03,Tier 1,False,False,17
70eef98a-f9a9-4109-bf54-74845d0bd0ad,2/1/2024 6:00:00 AM,Inbound,2,Setup Help,Resolved,8,True,9609a731-2c78-43e9-ba35-c544d6158321,Sharon Davis,43,Tier 1,"English, French",Technical Support,50584565-b261-4651-a1c4-7201085d2835,Barnesland,VIP,451,Phone,Thursday,6,1,0,0.56,Tier 1,False,False,5
5d614783-c39b-4422-936c-e88643aaf326,11/24/2024 1:00:00 PM,Inbound,1,Product Inquiry,Resolved,8,True,fa458070-580f-469e-be9d-592b939be456,Cindy Monroe,51,Tier 2,"Mandarin, Spanish",Sales,48780deb-6ba0-4274-9c9c-6f29762cb663,New Andrew,Returning,373,Web,Sunday,13,3,0,0.5,Tier 1,False,False,7
b13337f0-3ae4-4542-b97c-a5fdd7b9e6de,6/6/2024 10:00:00 PM,Inbound,10,Service Down,Resolved,10,False,533b67c7-d8e4-46fd-acec-f3692e5ebf7a,Lisa Greene,39,Tier 3,"Spanish, French",Technical Support,04fc8781-5fd9-4017-9d90-4ed41de7cf76,Dennismouth,VIP,244,Phone,Thursday,22,3,0,0.19,Tier 1,False,False,1
a4e2e9ea-9abe-4b3a-bb7b-6dd96457f3a7,4/29/2024 6:00:00 PM,Outbound,7,Setup Help,Resolved,9,True,2ff15252-bbb4-4362-970b-1cb2476477db,Zachary Glenn,50,Tier 2,English,Technical Support,5afce955-b499-4a6d-bf8a-ac027037db41,Davidbury,VIP,137,Phone,Monday,18,0,0,0.4,Tier 1,True,False,9
fed105ee-1949-4694-b70d-451fe1e92e00,6/6/2024 8:00:00 PM,Inbound,3,Upgrade,Escalated,10,False,a79b0a00-873b-4f79-9730-c4e719c997e0,Dawn Marshall,58,Tier 1,"Mandarin, English",Sales,f1af47d0-0edd-4d80-b8c3-592c47249b9e,South Leonard,Returning,267,Web,Thursday,20,1,2,-0.41,Tier 3,True,False,7
6a0f31ee-e02e-4520-bd38-ee268ee0a51b,10/4/2024 12:00:00 PM,Outbound,1,Service Down,Resolved,8,True,aa1b395b-6a0d-42af-8a4e-c08a2d4927a0,Sean Sherman,17,Tier 2,"French, English",Technical Support,de1dda57-7996-45e4-afbd-167fd979cdc8,Rebeccaside,Returning,375,Phone,Friday,12,0,0,0.23,Tier 1,False,False,4
9501fd6b-ed18-4f6f-b45a-ab50a7ab660c,8/3/2024 9:00:00 AM,Outbound,10,Product Inquiry,Resolved,6,True,03972531-5e81-41e8-9e19-7c580286f4a4,Chelsey Garrison,13,Tier 1,Mandarin,Sales,3b7dd1d8-e49c-4a8b-924b-be2e963ce051,New Collin,VIP,331,WhatsApp,Saturday,9,0,0,0.4,Tier 1,False,False,7
91bde4fd-d5d7-4b88-9e11-185e6f106b5f,10/8/2024 1:00:00 AM,Outbound,9,Product Inquiry,Escalated,6,True,21a01952-dd47-43ff-a88c-a8499f0f8ab4,Brett Maxwell,45,Tier 3,"Spanish, French",Sales,f59e3e9c-e533-4fe3-9997-911f113e85a4,New Lisahaven,VIP,367,Web,Tuesday,1,0,1,-0.23,Tier 2,False,False,1
be2b63db-fe74-4a70-b1d4-2f970f0a401c,3/13/2024 6:00:00 AM,Outbound,3,Setup Help,Escalated,10,True,2bb63535-6262-4a2e-a7b9-5831a3690912,Linda Mills,54,Tier 1,Mandarin,Technical Support,9065a5b1-df39-473c-bbd0-d86cf266f928,Kevintown,Returning,313,WhatsApp,Wednesday,6,0,1,-0.06,Tier 3,False,False,5
7b290cf5-c292-4292-8528-cf9fad3d1310,11/27/2024 4:00:00 PM,Inbound,10,Cancellation,Resolved,6,True,31b9904f-27bc-4cd8-b8a0-45e1505ee3d8,Vanessa White,37,Tier 3,"English, Spanish",Retention,cc888899-0911-424a-a38b-6ce77430c8d5,North Andrea,New,310,Phone,Wednesday,16,8,0,1,Tier 1,True,False,6
934ffb5c-a2de-4b46-9b9e-6054c8ca0a87,6/2/2024 8:00:00 AM,Inbound,6,General Inquiry,Resolved,6,True,f4c8ad9a-696c-470a-b8ed-9a3580989d99,Jeffrey Avery,26,Tier 2,English,General Support,c8ce80dd-f82c-402e-a609-95ea17f16b6b,Lake Lynnport,Returning,909,App,Sunday,8,0,0,0.47,Tier 1,False,False,3
b35f38a0-380f-427f-95ea-0eb66718fc32,9/14/2024 7:00:00 PM,Inbound,4,Contract Termination,Resolved,9,True,fd2252df-34a4-4c82-a500-92f0fbfb7739,Beth Willis,45,Tier 1,"French, Spanish",Retention,9d232b89-2b6b-4868-9def-d87e42918097,Sanfordville,Returning,699,WhatsApp,Saturday,19,3,0,1,Tier 1,False,False,7
aacdc286-b327-4897-b767-0d950b29d0bd,1/3/2024 9:00:00 PM,Outbound,1,Refund,Resolved,7,False,dd389f85-bf29-408a-968d-689889c5851b,Mary Horn,39,Tier 2,Mandarin,Billing Support,5d215678-cd88-461b-a857-6e7db8fee8dd,Lake Melissaberg,VIP,951,App,Wednesday,21,0,0,-0.92,Tier 1,False,False,5
74a4a7ac-2683-4cdf-b190-de08413a56b2,10/15/2024 4:00:00 PM,Inbound,10,Overcharge,Resolved,3,True,8799db0b-78fc-41cb-85dc-d5d7c353a0ef,Brittany Thompson,59,Tier 2,Spanish,Billing Support,16a3f3e0-0cbb-4c66-b026-baedd5e71d87,Nguyentown,New,258,App,Tuesday,16,6,0,-0.08,Tier 1,False,False,11
d1af91d9-fb71-4cd9-a7c5-21bf805d796a,3/6/2024 4:00:00 AM,Inbound,10,General Inquiry,Resolved,10,True,44bc93c9-5f5d-442e-93b5-738abc19b236,Richard Smith,19,Tier 3,"English, French",General Support,3a81abf8-ee22-4556-b491-31d16f4748e2,Lake Brenda,New,645,Phone,Wednesday,4,8,0,-0.27,Tier 1,False,False,0
bc2ce659-666b-46e5-ba38-dc373da65733,8/28/2024 12:00:00 PM,Inbound,5,Refund,Resolved,4,True,0c9c1ca8-41a3-4726-8574-c5a2f8c92235,Judy Torres,21,Tier 3,"Spanish, English",Billing Support,72fb0d17-3179-43db-ad5e-69f263af4886,South Manuel,VIP,874,WhatsApp,Wednesday,12,12,0,0.53,Tier 1,False,False,18
b22f34a8-8a46-4198-8f75-d668707c3bd0,12/27/2024 3:00:00 AM,Inbound,1,Setup Help,Escalated,9,True,198b951b-94aa-4991-b237-bdd6e8cd30aa,Breanna Walker,5,Tier 2,"French, Mandarin",Technical Support,0192c910-8198-4b11-b547-f7b8580c61b7,Davismouth,New,268,App,Friday,3,0,1,-0.63,Tier 3,False,True,7
9ada304a-5189-46c0-b6c7-8c05b37c6062,11/17/2024 4:00:00 AM,Inbound,6,Refund,Resolved,9,True,b33b6f10-a23c-4004-9225-91f8b1bc53b1,Jessica Russell,24,Tier 1,Mandarin,Billing Support,302dd012-4724-4962-8e2f-89188b7749af,Ashleyport,VIP,15,Web,Sunday,4,5,0,0.31,Tier 1,False,False,11
f1df2c83-6a89-4dc0-a1fb-7b250baa719d,8/25/2024 10:00:00 AM,Inbound,4,App Issue,Escalated,4,True,c2e4d5cb-7e58-44ea-bdb1-92984fff30ca,Christopher Dunn,54,Tier 1,"Spanish, Mandarin",Technical Support,68352b01-9c1d-41ca-94e8-0e6218e41c39,New Lisa,Returning,112,WhatsApp,Sunday,10,13,2,-1,Tier 2,False,False,0
e6e656c9-2062-431f-a950-08115e954216,7/8/2024 3:00:00 PM,Inbound,4,General Inquiry,Resolved,10,False,fee9734b-de41-49f4-88e3-1464bc8db977,Angela Thompson,27,Tier 3,"English, Mandarin",General Support,5ee7a421-fdd1-4671-889f-1b6e9d7552ae,South Claytonview,Returning,927,Web,Monday,15,7,0,0.71,Tier 1,False,False,6
d8e19527-bf6a-4675-84d9-d41da26076ff,12/28/2024 9:00:00 PM,Inbound,15,Setup Help,Resolved,10,True,4c6f77c2-75e9-4ee0-8bd7-9d4687707e07,Natalie Miller,5,Tier 2,Spanish,Technical Support,dbd82f02-6ca5-42e7-bf56-5a6e8d45585e,Diazstad,Returning,757,Web,Saturday,21,5,0,-0.26,Tier 1,False,False,0
7e456ccf-114a-4643-b3d5-64b42742337e,12/16/2024 1:00:00 PM,Outbound,19,Billing Issue,Escalated,2,False,30474b96-9b87-4fc1-a16d-51d74798ce87,Curtis Carter,47,Tier 2,"Mandarin, French",Billing Support,775e75d2-ea62-4659-996f-0a440ad1522f,Christinachester,VIP,906,Web,Monday,13,0,1,-0.9,Tier 3,False,False,7
8950d022-2e13-4e8f-9144-b212ee8dd2c3,10/1/2024 8:00:00 PM,Outbound,12,Upgrade,Resolved,4,False,d9e5f91c-bab1-4054-8403-479766b1f0c8,Adam Gomez,38,Tier 3,Mandarin,Sales,3058b66a-e341-43d7-bc11-38c40e54ba90,East Jesse,New,726,WhatsApp,Tuesday,20,0,0,-0.19,Tier 1,False,False,8
6eba830b-ccf5-46bf-aa75-d3e3c20ce7ff,11/8/2024 11:00:00 AM,Outbound,43,Cancellation,Resolved,6,True,471d3cce-6b6d-45aa-8839-07a50a38b40b,Eric Patterson,31,Tier 2,French,Retention,1226fb78-4571-41f1-8dfa-5e57407bfecb,Andersonfort,VIP,344,WhatsApp,Friday,11,0,0,0.57,Tier 1,False,False,3
6c1bf24d-3754-4380-889a-97f3d7234653,3/25/2024 8:00:00 AM,Outbound,3,Upgrade,Resolved,10,False,da3436ae-97a5-45a0-af3e-4fb5cdd7edea,Michael Wright,24,Tier 2,English,Sales,a384d5f7-057b-429a-8e7e-91e9d6ef0565,Kevintown,New,207,App,Monday,8,0,0,-0.84,Tier 1,False,False,4
d2171d8f-fc5a-4852-a774-548be0ce9110,10/1/2024 10:00:00 AM,Outbound,10,New Order,Resolved,8,True,302682d3-ec19-4a4a-b799-4537b05e1f9a,Raymond Reid,15,Tier 2,Mandarin,Sales,6b5afaf6-c96c-4b4f-92ee-7ef6620d451c,Gwendolynburgh,Returning,126,Web,Tuesday,10,0,0,-0.58,Tier 1,False,False,7
588c8a61-46c0-4229-87e1-cf7362b92400,4/23/2024 6:00:00 AM,Inbound,8,Setup Help,Escalated,3,False,4d0812b7-c930-42a6-a965-1fdb0ffb709d,Kendra Ray,45,Tier 2,"Spanish, Mandarin",Technical Support,c0ed7363-22e8-4020-a0cf-9691ccbcda42,North Julia,VIP,194,Web,Tuesday,6,8,2,-0.41,Tier 2,True,False,7
db0d30be-7f9f-4ded-8cb4-b23f031b8953,5/7/2024 2:00:00 AM,Outbound,8,General Inquiry,Escalated,9,True,3ff8be6f-d2a9-4f87-96aa-ef049112ff35,Eric Malone,57,Tier 2,"Mandarin, English",General Support,b22373b2-29dd-4681-bb0f-ceb2f27ef4cc,Jameschester,VIP,171,Web,Tuesday,2,0,2,-0.98,Tier 3,False,False,9
c796bb7a-1691-4aad-beba-f8ff06d4a2a3,2/24/2024 10:00:00 AM,Outbound,11,Service Down,Resolved,8,True,a8a7fdf5-22e9-45e0-b474-e2d754b5e9e9,Stephen Cochran,35,Tier 1,"English, Mandarin",Technical Support,de3bf067-db89-4001-b20f-e21a367a0519,Ryanhaven,New,521,Web,Saturday,10,0,0,0.61,Tier 1,False,False,3
dc708d72-e6af-4e73-bbce-7ac8edcf3b03,11/8/2024 9:00:00 AM,Outbound,4,Product Inquiry,Resolved,8,True,b53d3fc6-59fd-4f63-b8e5-3d2509bce634,Kristen Peterson,43,Tier 3,English,Sales,176dd3a4-addf-497b-8de3-00c6287b4688,Molinafurt,New,219,App,Friday,9,0,0,0.55,Tier 1,False,False,6
cb36586c-d8be-4e9d-8fe4-b2551a34822f,6/3/2024 1:00:00 PM,Outbound,4,Overcharge,Resolved,9,False,b36ca48b-dbb2-489f-8ec9-7d62298c3f29,Joseph Evans,2,Tier 1,French,Billing Support,adbe0bce-27b0-4f72-ab72-2a2c55948bf8,New Markport,New,168,Web,Monday,13,0,0,0.08,Tier 1,False,False,3
ade2b5de-6b6f-429e-aed8-a335993554dc,1/13/2024 4:00:00 AM,Outbound,2,Upgrade,Resolved,8,False,7a793a34-5afe-4128-b3d8-b67b827e6eb8,David Chan,35,Tier 1,"Mandarin, English",Sales,05406f4e-e6fe-4805-9343-92c2b6d9713b,Clarkechester,Returning,563,App,Saturday,4,0,0,-0.25,Tier 1,False,False,7
4abc89e1-712a-447b-9e29-1bed1e41e3b4,5/30/2024 7:00:00 AM,Outbound,35,Contract Termination,Resolved,10,True,2734158a-6571-4be6-a3a5-5a53a0d94bba,Amy Anderson,36,Tier 1,"Spanish, French",Retention,09544b66-b898-4291-9c20-9c544172cf8f,Schneiderburgh,Returning,523,Phone,Thursday,7,0,0,0.37,Tier 1,True,False,9
ee70b5ab-38fa-47a9-b89d-24beb5abf8b2,5/21/2024 6:00:00 AM,Inbound,9,Product Inquiry,Resolved,6,True,691526c5-1073-410d-be24-2606c3d7e8d2,Dr. Robert Cooper,8,Tier 3,English,Sales,cbbbc608-2150-4136-ac7e-564b746f8cb1,Hornefort,New,439,Web,Tuesday,6,9,0,0.6,Tier 1,False,False,5
e7884486-380b-4a19-acf6-33c7440d7de2,9/24/2024 4:00:00 AM,Inbound,1,Product Inquiry,Resolved,10,True,6fbf02d6-5f3d-4149-ace9-e972dec99289,Kelly Neal,5,Tier 3,French,Sales,4576b593-6fbb-41c1-a6dd-664fa177c4f4,Port Jonathanview,Returning,927,Web,Tuesday,4,4,0,1,Tier 1,False,False,8
